omic_support_dir,omic_support_tot,auomic_dir,auomic_dir_std,auomic_tot,auomic_tot_std,gap,mediation_fraction
0.7,1.0,0.9356060606060608,0.0,0.9772727272727273,0.0,0.04166666666666652,0.6
